4039 2
110 -0.0003057524573309691 -0.0003057524573307949
111 -0.00033660454692168904 -0.00033660454692172867
112 -0.00030578085186585413 -0.00030578085186586714
113 -0.00042979252258823085 -0.00042979252258824267
114 -0.00029937659584826983 -0.0002993765958482805
115 -0.0003629021844244511 -0.0003629021844244486
116 -0.0003433486771989091 -0.00034334867719895077
117 -0.0003193844366197909 -0.00031938443661967567
118 -0.00041810035869889987 -0.0004181003586988961
119 -0.0007853554744899511 -0.0007853554744899518
120 -0.000443351784322986 -0.000443351784323041
121 -0.00033033494549612144 -0.00033033494549626494
122 -0.0006168056882137703 -0.0006168056882137671
125 -0.00044882423483555596 -0.000448824234835539
126 -0.0003181205370409846 -0.0003181205370410687
127 -0.0003410179331338498 -0.00034101793313385696
128 -0.00038941501837244294 -0.0003894150183724992
130 -0.00035895504098421515 -0.0003589550409841747
131 -0.0003156042140783245 -0.00031560421407833566
132 -0.0003444956530528737 -0.0003444956530527579
135 -0.00032343749222728767 -0.00032343749222731185
137 -0.00033344184825930554 -0.0003334418482592439
139 -0.0003204157301601506 -0.00032041573016012973
140 -0.0003269163596816194 -0.00032691635968158276
141 -0.0003912983088045818 -0.00039129830880454703
142 -0.00042394188207329407 -0.00042394188207328995
143 -0.00031537802552090933 -0.00031537802552083127
144 -0.00033025152195120545 -0.0003302515219513336
145 -0.00030243784558318216 -0.0003024378455831862
146 -0.0003189077713688126 -0.00031890777136876417
148 -0.00035617969125616367 -0.00035617969125621625
149 -0.00033354337196083605 -0.0003335433719607388
152 -0.00030774241887520493 -0.0003077424188752541
153 -0.00029937659584834307 -0.0002993765958482805
155 -0.00030260671680025177 -0.0003026067168002936
156 -0.00031996137558920964 -0.00031996137558921935
157 -0.00029943904817593696 -0.0002994390481759477
158 -0.0003726694687633074 -0.00037266946876333707
159 -0.0003251767607227675 -0.00032517676072266253
160 -0.00030254270344065674 -0.0003025427034406291
161 -0.0003870461552369912 -0.00038704615523700077
162 -0.0003200744863155027 -0.0003200744863155001
164 -0.0003087948379252959 -0.0003087948379253109
165 -0.0003309766728643414 -0.00033097667286437774
166 -0.0003175574383626096 -0.00031755743836261
167 -0.0003062810196216058 -0.0003062810196216333
170 -0.0004454449637192347 -0.0004454449637192315
172 -0.00043754573734595655 -0.00043754573734601455
173 -0.001492595601324253 -0.0014925956013242495
174 -0.0003058444013474893 -0.0003058444013474407
175 -0.00032691545241682644 -0.0003269154524168249
176 -0.00034962829885980793 -0.0003496282988598382
177 -0.000315415679069674 -0.0003154156790696429
178 -0.0003300643566563911 -0.00033006435665636756
179 -0.00030543893864394935 -0.0003054389386440436
181 -0.0003121428090712162 -0.00031214280907111377
183 -0.00030002472951779093 -0.00030002472951778914
186 -0.00044451347550404104 -0.00044451347550402044
187 -0.000331696934735946 -0.0003316969347359898
188 -0.0004348719330027477 -0.0004348719330026984
189 -0.0006326167681776662 -0.0006326167681776539
190 -0.00030281440169810153 -0.00030281440169821955
191 -0.00030663285731334465 -0.0003066328573133945
192 -0.00030910789838980144 -0.0003091078983898054
193 -0.0003120058187474688 -0.0003120058187474626
194 -0.00033531760138268607 -0.00033531760138270325
195 -0.0003123356124858017 -0.00031233561248575326
197 -0.0003450752027637085 -0.0003450752027637662
199 -0.00043696371184376217 -0.00043696371184381177
201 -0.0003089416139482677 -0.0003089416139482894
202 -0.00032141427115052625 -0.00032141427115061705
204 -0.0003486441133673703 -0.00034864411336736856
205 -0.00030247461758767377 -0.0003024746175877606
208 -0.00032189950527180725 -0.00032189950527181294
209 -0.00029937659584826983 -0.0002993765958482805
210 -0.00029937659584828815 -0.0002993765958482805
211 -0.0003887391651026461 -0.00038873916510264855
212 -0.0003629680214880158 -0.000362968021488015
213 -0.0005557696005772214 -0.0005557696005771141
214 -0.00033634673904284223 -0.00033634673904286354
215 -0.0002993765958483064 -0.0002993765958482805
217 -0.0006409783606247334 -0.0006409783606247189
218 -0.0003153680962937722 -0.00031536809629377824
219 -0.00030591358608774956 -0.00030591358608779906
220 -0.00030974975400856186 -0.0003097497540086175
221 -0.00032998579033091175 -0.00032998579033094195
222 -0.0003354546131416306 -0.00033545461314169026
223 -0.00038298425833082993 -0.000382984258330882
224 -0.00039328319214133596 -0.0003932831921413508
225 -0.00031872111406636795 -0.0003187211140663286
226 -0.00033706619704295234 -0.0003370661970429286
229 -0.0003180674200396901 -0.00031806742003974355
230 -0.0003155530420921402 -0.00031555304209211906
231 -0.0003637855835063937 -0.0003637855835063931
232 -0.00036159093862331466 -0.00036159093862328116
233 -0.00030240746273526686 -0.00030240746273526474
234 -0.0003042284047576528 -0.00030422840475764854
236 -0.0004134233242499234 -0.0004134233242499119
237 -0.0003064995125136874 -0.0003064995125136945
238 -0.00037502748062453827 -0.00037502748062454006
239 -0.00048409358664332577 -0.0004840935866432825
241 -0.00029937659584823324 -0.0002993765958482805
243 -0.0003100765695104576 -0.0003100765695104346
245 -0.0003121717349002862 -0.00031217173490030216
246 -0.0004696984520377567 -0.00046969845203772995
248 -0.0003622249697788364 -0.000362224969778793
249 -0.0003498470454244195 -0.0003498470454244208
250 -0.0003175807593144017 -0.0003175807593143814
251 -0.0003389509797249903 -0.0003389509797249989
252 -0.0004981067016004489 -0.0004981067016005149
253 -0.00030256992761951314 -0.0003025699276195682
255 -0.00029937659584828815 -0.0002993765958482805
256 -0.00030240746273526686 -0.00030240746273526474
257 -0.00035443368048011716 -0.0003544336804801949
259 -0.00031807864970217575 -0.00031807864970221066
260 -0.00031590122544170556 -0.0003159012254416882
261 -0.0004146177243122793 -0.00041461772431223296
262 -0.00030974975400859846 -0.0003097497540086175
263 -0.0003063695700585275 -0.0003063695700585901
264 -0.0003089416139481945 -0.0003089416139482894
265 -0.00037990870053557815 -0.00037990870053559425
266 -0.0003245920007293218 -0.00032459200072926226
267 -0.00029937659584826983 -0.0002993765958482805
268 -0.0003214984857819788 -0.00032149848578200124
269 -0.0003065397177781274 -0.00030653971777813173
270 -0.000309288834035045 -0.0003092888340349742
271 -0.0005267132753973524 -0.0005267132753973414
272 -0.0004530964330238097 -0.0004530964330238039
273 -0.00031536809629379055 -0.00031536809629377824
274 -0.00033634799052338865 -0.00033634799052339364
275 -0.0003152623146510776 -0.00031526231465107393
276 -0.00035509940935314724 -0.00035509940935314567
277 -0.0004816178442114364 -0.0004816178442114362
278 -0.000318657017020377 -0.0003186570170202525
279 -0.00030275020166494317 -0.0003027502016649018
280 -0.0004212557263379873 -0.0004212557263379056
281 -0.0003404352921129888 -0.0003404352921129872
283 -0.00031230787657488804 -0.00031230787657489465
284 -0.000336570880072449 -0.00033657088007246733
285 -0.0005774458040851282 -0.0005774458040851321
286 -0.00029943746608485517 -0.00029943746608485756
287 -0.00029937659584819664 -0.0002993765958482805
288 -0.0003150145735693918 -0.000315014573569378
289 -0.00030942846813810683 -0.00030942846813811025
290 -0.0003500285652690261 -0.00035002856526909965
292 -0.00029937659584826983 -0.0002993765958482805
294 -0.0003042035917265887 -0.00030420359172661775
295 -0.00032874453943003293 -0.000328744539429991
297 -0.0003748755492090122 -0.00037487554920907063
298 -0.0003403349682959319 -0.0003403349682959319
299 -0.00034554871274535394 -0.0003455487127453564
300 -0.00032048837685062705 -0.00032048837685061957
302 -0.00035483575442426434 -0.0003548357544242303
303 -0.0003796964425172171 -0.000379696442517231
305 -0.00030300812644354174 -0.00030300812644353436
306 -0.00030882656351341594 -0.000308826563513472
308 -0.0005011496068152774 -0.0005011496068152092
309 -0.00032343749222728767 -0.00032343749222731185
311 -0.000318363101317279 -0.00031836310131737127
312 -0.0003623392231022971 -0.00036233922310223866
313 -0.0004140548932457768 -0.00041405489324570615
314 -0.0003366471839957472 -0.0003366471839957633
315 -0.0006044392549903346 -0.0006044392549902825
316 -0.0003025881689502699 -0.0003025881689503126
317 -0.0003168455278154497 -0.00031684552781540977
318 -0.00032090758724352366 -0.0003209075872435747
319 -0.0003151109624976106 -0.00031511096249760913
320 -0.0003453759632836621 -0.00034537596328361507
321 -0.00030581395693851085 -0.00030581395693851106
322 -0.0005178190660686059 -0.0005178190660686653
324 -0.000504280469490879 -0.0005042804694908629
325 -0.0004236026033070292 -0.00042360260330701033
326 -0.00036023559816671514 -0.00036023559816678594
327 -0.00030885386583046103 -0.00030885386583044493
328 -0.00031524494037674414 -0.00031524494037677597
329 -0.0003886757842977858 -0.00038867578429778487
330 -0.0003387035265889819 -0.0003387035265889723
331 -0.00035445189530234147 -0.00035445189530228704
332 -0.0004495702821681993 -0.0004495702821682423
333 -0.00031936512375300546 -0.0003193651237529639
335 -0.00029937659584826983 -0.0002993765958482805
336 -0.0003082079675872501 -0.00030820796758731497
337 -0.00031286216195557147 -0.0003128621619555905
339 -0.0005004925023059971 -0.0005004925023059651
340 -0.0003231565763272907 -0.00032315657632728793
341 -0.00032856944392365133 -0.00032856944392360796
342 -0.00041218890393294604 -0.0004121889039329065
343 -0.0003463185959160736 -0.00034631859591611645
344 -0.00032614844899342806 -0.0003261484489934211
346 -0.00035755930391611235 -0.00035755930391609544
347 -0.00031121505554322523 -0.0003112150555432352
133 -6.466811833634156e-05 -6.466811833641994e-05
200 -0.000183859916479031 -0.00018385991647906698
228 -3.5403288509234396e-06 -3.540328850980507e-06
323 -0.00012053254409004201 -0.00012053254409000058
4 -1.8952680803311103e-05 -1.895268080331233e-05
78 -1.2801382527971004e-05 -1.280138252797818e-05
87 -0.0001674949904382313 -0.00016749499043816575
169 -0.0002422810291139179 -0.00024228102911391636
180 -3.8295589480396555e-05 -3.829558948038805e-05
235 -1.2600284110701719e-05 -1.2600284110742483e-05
147 -1.56403236266188e-05 -1.564032362662317e-05
129 -1.522434763448141e-05 -1.5224347634457736e-05
291 -9.61218593589534e-05 -9.612185935898704e-05
304 -0.0002974879691200316 -0.00029748796912003035
79 -4.337668803840833e-05 -4.337668803842421e-05
105 -4.723792417522342e-05 -4.7237924175223405e-05
134 -6.110464235851548e-05 -6.1104642358494e-05
185 -7.059060006694747e-05 -7.059060006686555e-05
258 -3.925057271252848e-05 -3.925057271253196e-05
334 -8.573312448636014e-05 -8.573312448654567e-05
10 -2.834305944926381e-05 -2.8343059449404305e-05
151 -1.0274074472041215e-05 -1.0274074472005733e-05
310 -3.285240511993344e-05 -3.2852405119959955e-05
138 -3.338942548674052e-06 -3.338942548703253e-06
227 -2.8897585674537935e-05 -2.8897585674510942e-05
293 -6.404256017547703e-06 -6.4042560175878636e-06
98 -0.00017221775291000922 -0.0001722177529100512
108 -2.8063679726341157e-05 -2.806367972649976e-05
123 -6.129373411336786e-05 -6.129373411340744e-05
136 -0.013883635750544425 -0.013883635750544384
184 -5.177224974477088e-05 -5.177224974469707e-05
203 -0.00016243517954464158 -0.00016243517954459254
22 -2.5560256006975844e-05 -2.556025600698727e-05
168 -1.34564051379335e-05 -1.3456405137965053e-05
83 -1.3291701358720382e-05 -1.3291701358715256e-05
124 -6.23123702098826e-06 -6.231237020968387e-06
240 -6.59220160257563e-06 -6.592201602607241e-06
242 -5.7301603594075e-05 -5.73016035940988e-05
84 -3.1126047021922915e-05 -3.1126047021819327e-05
55 -3.2287914978516406e-05 -3.2287914978527614e-05
247 -3.2116456666520254e-06 -3.2116456667658467e-06
338 -1.8376857409239424e-05 -1.837685740919863e-05
32 -9.87514002963679e-06 -9.875140029616653e-06
34 -0.0010969893296381374 -0.0010969893296381421
348 -0.04603806097851391 -0.04603806097851402
414 -0.040712071240903557 -0.0407120712409036
428 -0.022702962288985114 -0.022702962288985
307 -1.0289928924957984e-05 -1.028992892496099e-05
345 -6.1033744419796906e-05 -6.103374441981229e-05
46 -9.631088495144247e-06 -9.631088495157962e-06
49 -3.0980217395137174e-06 -3.098021739480893e-06
60 -1.8279347109763166e-05 -1.8279347109767096e-05
171 -0.030870246130821944 -0.03087024613082196
1684 -0.03939140020819872 -0.03939140020819867
1912 -0.02598598540250477 -0.025985985402504963
2814 -0.0006941590501717222 -0.0006941590501718416
2885 -0.00101371479299591 -0.0010137147929959284
3173 -0.00037400834840332117 -0.00037400834840328593
3290 -0.0010137147929958734 -0.0010137147929959284
96 -2.4942742802162413e-05 -2.4942742802174983e-05
150 -0.0003383665108106961 -0.0003383665108106472
196 -2.705857051289144e-05 -2.705857051289217e-05
68 -9.897801032968689e-06 -9.897801032887792e-06
296 -9.96369046657677e-06 -9.96369046657351e-06
81 -6.0733824629688755e-06 -6.073382462940149e-06
254 -3.174422751863534e-05 -3.1744227518600646e-05
97 -3.193331771279935e-06 -3.1933317712874107e-06
182 -3.064500226788486e-06 -3.0645002268199557e-06
163 -1.4469223297982459e-05 -1.4469223297986602e-05
353 -0.05775463627460529 -0.05775463627460517
363 -0.05541741876486156 -0.0554174187648614
366 -0.0518353417991428 -0.05183534179914265
376 -0.05081254131561148 -0.05081254131561117
389 -0.038241576377245734 -0.03824157637724545
475 -0.05280173469373599 -0.052801734693736245
483 -0.12810473799312366 -0.12810473799312339
484 -0.14248187316145342 -0.14248187316145267
517 -0.056973873614057195 -0.0569738736140568
538 -0.05643523633103311 -0.05643523633103295
563 -0.047119778028875396 -0.04711977802887542
566 -0.06325090312094313 -0.06325090312094306
580 -0.05582262298213034 -0.05582262298213016
596 -0.06504122685187276 -0.06504122685187232
606 -0.08836663190382059 -0.08836663190382053
629 -0.03223548136921319 -0.032235481369213295
637 -0.09187033339860523 -0.09187033339860552
641 -0.04930474440765913 -0.0493047444076591
649 -0.029824190268780477 -0.029824190268780547
651 -0.05416058835478169 -0.05416058835478149
896 -0.07866126143039945 -0.07866126143039937
897 -0.4726064643843598 -0.4726064643843566
898 -0.04228756921610941 -0.04228756921610945
899 -0.029133918282488645 -0.029133918282488503
901 -0.036303126943258726 -0.03630312694325852
902 -0.045183177910402134 -0.04518317791040209
903 -0.0373091677528128 -0.037309167752812844
904 -0.029172608590810258 -0.029172608590810126
905 -0.039058848183513226 -0.03905884818351318
906 -0.7690386810034266 -0.7690386810034265
907 -0.10494280679674423 -0.10494280679674392
908 -0.03603957245255297 -0.03603957245255278
909 -0.03266614621968111 -0.03266614621968112
910 -0.029159396778464658 -0.0291593967784646
911 -0.028573901580901916 -0.028573901580901843
912 -0.03084797861580815 -0.03084797861580812
913 -0.1615845966333441 -0.16158459663334393
916 -1.488988679044609 -1.4889886790446085
917 -0.09972364696219914 -0.09972364696219947
918 -0.028573901580901843 -0.028573901580901843
919 -0.03888990897171598 -0.03888990897171591
920 -0.08771021475007085 -0.08771021475007067
921 -1.1115588251524795 -1.1115588251524724
922 -0.24196671106546513 -0.24196671106546422
923 -0.033361795622768614 -0.03336179562276867
924 -0.0427736677825669 -0.04277366778256666
926 -0.2312969257825237 -0.23129692578252167
927 -0.7463490594444039 -0.746349059444401
928 -0.0300113888770888 -0.030011388877088742
929 -0.03007463745533502 -0.030074637455334934
932 -0.5627470223077208 -0.5627470223077182
934 -0.9782790936066428 -0.9782790936066468
936 -0.04573458704590367 -0.04573458704590354
937 -0.03044774080388683 -0.0304477408038869
938 -0.036167834794822155 -0.036167834794822086
939 -0.034560649191109516 -0.034560649191109384
940 -0.03424120548360266 -0.03424120548360241
941 -0.051664226122237214 -0.05166422612223724
942 -0.05664804503896899 -0.05664804503896883
943 -0.03170374535160521 -0.03170374535160524
944 -0.040953735259434694 -0.04095373525943449
945 -0.029888302702768463 -0.029888302702768377
946 -1.7309855671038281 -1.7309855671038248
947 -1.4518283677397799 -1.4518283677397796
948 -0.0457665776313515 -0.045766577631351724
952 -1.0269306096646953 -1.026930609664693
953 -1.13350484841645 -1.133504848416448
954 -0.054326636006202814 -0.05432663600620278
955 -0.030481193813146207 -0.030481193813146127
956 -0.030528290307043935 -0.030528290307043814
958 -0.034323732944569404 -0.03432373294456934
959 -0.47523283471817174 -0.47523283471816746
961 -0.042252435660995256 -0.04225243566099502
962 -0.037898550735486786 -0.03789855073548669
964 -0.03735444990210105 -0.037354449902101045
965 -0.03280671045382098 -0.03280671045382089
968 -0.10599049867183748 -0.10599049867183696
969 -0.043950079854650964 -0.0439500798546509
970 -0.03165964405827325 -0.03165964405827325
972 -0.22568369814635997 -0.2256836981463584
973 -0.05388851018179553 -0.05388851018179546
974 -0.031312102416212524 -0.03131210241621237
975 -0.04919554036590539 -0.049195540365905115
976 -0.03622557728080916 -0.03622557728080915
977 -0.035900166538742 -0.03590016653874187
978 -1.2188605598293278 -1.218860559829324
979 -0.03125435845160151 -0.031254358451601495
980 -1.3165345899560181 -1.3165345899560201
981 -0.04462601587706114 -0.04462601587706128
983 -0.7225749813576268 -0.722574981357624
984 -0.05001426497881622 -0.05001426497881606
985 -0.029625578409750043 -0.02962557840974995
986 -0.0312716546040554 -0.03127165460405537
987 -0.0295131551504155 -0.029513155150415353
988 -0.04522671264062621 -0.04522671264062616
990 -0.03397452604746605 -0.033974526047466064
991 -0.08121918993265548 -0.08121918993265538
994 -0.06193311286730914 -0.061933112867308855
996 -0.030160263531951687 -0.030160263531951597
997 -0.9453980505480375 -0.945398050548033
998 -0.07376021605431024 -0.07376021605431006
999 -0.787423956990152 -0.78742395699015
1000 -0.033198398780548734 -0.033198398780548644
1001 -0.09815264033116611 -0.09815264033116584
1002 -0.029186935433379756 -0.02918693543337956
1003 -0.9990010409511624 -0.9990010409511576
1004 -1.3433607503705722 -1.3433607503705687
1006 -1.4130478017319847 -1.4130478017319847
1007 -0.03259867780019687 -0.032598677800196804
1009 -0.04960178568992846 -0.04960178568992857
1010 -0.0403027197559792 -0.040302719755979106
1011 -0.039187201955002145 -0.03918720195500206
1012 -0.07215851757699665 -0.07215851757699668
1013 -0.032307274308815415 -0.032307274308815685
1016 -0.030166230974866648 -0.030166230974866523
1017 -1.55026733622755 -1.55026733622755
1018 -0.05130220706239485 -0.0513022070623947
1019 -0.049328057417373575 -0.04932805741737346
1020 -0.06781833796758159 -0.06781833796758173
1022 -0.04784317077013359 -0.04784317077013332
1023 -0.04011219227917897 -0.04011219227917891
1024 -0.8411861894517221 -0.8411861894517197
1025 -0.0676378338541485 -0.06763783385414825
1027 -0.02918721874166838 -0.02918721874166818
1029 -0.6151579994515773 -0.6151579994515781
1030 -0.031158142398903906 -0.031158142398903896
1031 -0.02975265130245125 -0.02975265130245129
1032 -0.07992824348535121 -0.07992824348535106
1033 -0.032335719434139966 -0.03233571943413977
1035 -0.03909668507965876 -0.03909668507965865
1037 -0.04032576397510493 -0.04032576397510487
1038 -0.038511616325020245 -0.0385116163250201
1039 -0.25511837597361114 -0.2551183759736102
1040 -0.661147325325334 -0.661147325325333
1041 -0.04227658926891861 -0.04227658926891835
1043 -0.03219552522524969 -0.03219552522524942
1044 -0.040464035240013824 -0.040464035240013525
1045 -0.03160557817705138 -0.031605578177051355
1046 -0.029163030482092196 -0.029163030482092074
1047 -0.6777355949804106 -0.6777355949804074
1048 -0.9997066474817364 -0.999706647481736
1049 -0.7885403421917963 -0.7885403421917911
1050 -0.03251431796689383 -0.0325143179668937
1052 -0.06493439503026877 -0.06493439503026871
1053 -0.030985226118206855 -0.030985226118206942
1054 -0.4953271922947809 -0.4953271922947794
1056 -0.5868733190489503 -0.5868733190489481
1057 -0.029205533849761878 -0.029205533849761926
1058 -0.035942134162295435 -0.035942134162295546
1059 -1.7155717733583675 -1.7155717733583538
1060 -0.065535234546099 -0.06553523454609873
1061 -0.03169615471037191 -0.03169615471037205
1063 -0.22421654204828334 -0.2242165420482834
1064 -0.03499591433581545 -0.034995914335815254
1065 -0.02891374839534058 -0.028913748395340288
1066 -0.056772806618502945 -0.056772806618502966
1068 -0.44644775112970636 -0.4464477511297035
1069 -0.2226096367654364 -0.22260963676543433
1071 -0.029172552620656458 -0.029172552620656326
1072 -0.03561976572035829 -0.035619765720358264
1073 -0.04555209030648904 -0.04555209030648896
1074 -0.617140573747815 -0.6171405737478163
1075 -0.7160851892193714 -0.7160851892193723
1076 -1.5311873213685327 -1.5311873213685296
1078 -2.005887292703194 -2.005887292703192
1079 -1.357513605470962 -1.357513605470955
1080 -0.09102078814414068 -0.0910207881441404
1081 -0.04237328974668741 -0.042373289746687276
1082 -0.05045409742808595 -0.05045409742808599
1083 -1.151907635050749 -1.1519076350507444
1084 -0.12606599994663842 -0.1260659999466381
1086 -1.8396110811484578 -1.8396110811484552
1087 -0.03130590013576793 -0.03130590013576769
1088 -0.036147779608593986 -0.03614777960859384
1089 -0.032020425508498145 -0.032020425508498165
1090 -0.032722242605869756 -0.032722242605869714
1091 -0.22579727488100773 -0.22579727488100748
1092 -0.4984230392993191 -0.4984230392993213
1093 -0.03305686264935551 -0.033056862649355465
1094 -0.031450533609398666 -0.031450533609398555
1095 -0.05943721727575017 -0.05943721727575
1096 -0.028573901580901877 -0.028573901580901843
1098 -0.0356710973803951 -0.03567109738039508
1099 -0.05130887920934571 -0.0513088792093456
1101 -1.2679610894867968 -1.267961089486794
1102 -0.05090833791703302 -0.05090833791703253
1103 -0.031210229871741546 -0.03121022987174134
1105 -0.029186935433379652 -0.02918693543337956
1106 -0.0366322192140257 -0.03663221921402566
1107 -1.5438457784065556 -1.543845778406555
1108 -0.048819151524071985 -0.04881915152407187
1109 -0.038824446810702296 -0.03882444681070217
1110 -0.49280645884534663 -0.49280645884534385
1111 -0.031188105781518167 -0.031188105781518243
1112 -0.5312049422347922 -0.5312049422347943
1113 -0.048817452749258104 -0.04881745274925798
1114 -0.06738912576427938 -0.06738912576427979
1115 -0.04193083102682933 -0.04193083102682931
1116 -0.33574598646379933 -0.3357459864637986
1118 -0.03562621905405302 -0.035626219054052936
1119 -0.028573901580901843 -0.028573901580901843
1120 -0.048544564612344944 -0.04854456461234471
1121 -0.03598558594233156 -0.03598558594233132
1123 -0.6562312462778074 -0.656231246277806
1124 -1.260043580808362 -1.2600435808083599
1128 -1.0953804850272706 -1.0953804850272704
1129 -0.05215975328413032 -0.05215975328412983
1130 -0.6806699614341967 -0.6806699614341973
1131 -0.036809712218995094 -0.036809712218995067
1134 -0.031400586488588136 -0.031400586488588025
1135 -0.7748308180100907 -0.7748308180100897
1136 -0.035615112241666816 -0.03561511224166672
1137 -0.03536660862701689 -0.035366608627016835
1138 -0.0316106098812139 -0.031610609881213815
1139 -0.03548904781042589 -0.035489047810425944
1140 -0.030898776561361644 -0.03089877656136152
1141 -0.03466737359503581 -0.0346673735950359
1142 -0.04058848415848167 -0.0405884841584818
1143 -0.063946354208908 -0.06394635420890808
1144 -0.03440182553761167 -0.03440182553761161
1145 -0.028573901580901877 -0.028573901580901843
1146 -1.5728470267575858 -1.5728470267575811
1147 -0.03306365522513356 -0.03306365522513352
1148 -0.052851681770453726 -0.05285168177045372
1149 -1.2559951860280405 -1.2559951860280283
1150 -0.041742421147272064 -0.041742421147271905
1151 -0.045195304964272556 -0.04519530496427246
1152 -0.05501283120716013 -0.05501283120715962
1153 -1.5116400347757015 -1.5116400347756966
1154 -0.03073423003384045 -0.030734230033840276
1156 -1.098555805512715 -1.0985558055127078
1158 -0.05531295720009567 -0.05531295720009559
1159 -0.0731144912410025 -0.07311449124100236
1161 -0.04449679621392591 -0.04449679621392591
1162 -0.04234506104473424 -0.04234506104473403
1163 -1.146669825023536 -1.1466698250235345
1166 -0.05078778673535477 -0.05078778673535463
1168 -0.0302205950510171 -0.030220595051017186
1169 -0.034682845601139926 -0.034682845601140086
1171 -0.06764319236935434 -0.06764319236935402
1172 -1.3818862312294606 -1.3818862312294558
1174 -0.032469844591594486 -0.03246984459159448
1175 -1.2983111060763068 -1.2983111060763093
1176 -0.028972716849569712 -0.028972716849569494
1177 -0.032521727953859 -0.03252172795385894
